Date,Last Price,Volume
4/15/2016,2075,1199733
4/14/2016,2076.5,1359458
4/13/2016,2076,1629947
4/12/2016,2055.75,1819008
4/11/2016,2034.5,1677144
4/8/2016,2040.75,1761930
4/7/2016,2035,2042558
4/6/2016,2060.25,1891760
4/5/2016,2038.75,1808361
4/4/2016,2057.5,1378158
4/1/2016,2065,2046111
3/31/2016,2051.5,1713801
3/30/2016,2055.25,1620038
3/29/2016,2047.5,1545524
3/28/2016,2028,897439
3/24/2016,2028.5,1519099
3/23/2016,2028.75,1552850
3/22/2016,2042.5,1490146
3/21/2016,2042.75,1274436
3/18/2016,2050.07,52556
3/17/2016,2039.75,476949
3/16/2016,2027,578697
3/15/2016,2015.75,917429
3/14/2016,2018.75,872903
3/11/2016,2020,1216563
3/10/2016,1988.75,2725742
3/9/2016,1989,1736155
3/8/2016,1981,1928239
3/7/2016,1999,1623905
3/4/2016,1995,2232860
3/3/2016,1990.5,1541249
3/2/2016,1983.5,1814091
3/1/2016,1978,2031654
2/29/2016,1929.5,1822667
2/26/2016,1942.75,1873573
2/25/2016,1950.5,1831957
2/24/2016,1930.25,2313945
2/23/2016,1916,1597020
2/22/2016,1936.25,1408894
2/19/2016,1914.5,1592600
2/18/2016,1916.5,1611837
2/17/2016,1922.75,1839284
2/16/2016,1888.75,2001436
2/12/2016,1858.25,2009632
2/11/2016,1824.5,3196586
2/10/2016,1846.75,2352799
2/9/2016,1848.25,2783150
2/8/2016,1852,2667662
2/5/2016,1875.25,2303794
2/4/2016,1907.75,2251965
2/3/2016,1908.5,2841210
2/2/2016,1897.5,2097985
2/1/2016,1931.25,1740254
1/29/2016,1930,2395768
1/28/2016,1880.75,2249377
1/27/2016,1875,2109008
1/26/2016,1896,1776173
1/25/2016,1870.25,1636585
1/22/2016,1899.25,2100487
1/21/2016,1861,2723416
1/20/2016,1855,3917784
1/19/2016,1873,2780626
1/15/2016,1875,3432315
1/14/2016,1914.5,3033976
1/13/2016,1881.5,2887347
1/12/2016,1925,2423038
1/11/2016,1914.25,2484686
1/8/2016,1911.5,2681576
1/7/2016,1933,2961785
1/6/2016,1986,2214380
1/5/2016,2011.75,1686270
1/4/2016,2009,2212693
12/31/2015,2035.5,1026053
12/30/2015,2054.5,718431
12/29/2015,2072.75,829702
12/28/2015,2048.75,694543
12/24/2015,2051.25,323112
12/23/2015,2053,1003210
12/22/2015,2036,1142331
12/21/2015,2015,1269272
12/18/2015,2029.72,63211
12/17/2015,2034.25,404881
12/16/2015,2072,574730
12/15/2015,2045.5,1037862
12/14/2015,2018.5,1267706
12/11/2015,2009.75,1574490
12/10/2015,2049.25,1814181
12/9/2015,2042,2660114
12/8/2015,2058.75,1985935
12/7/2015,2081,1693066
12/4/2015,2088.5,2254132
12/3/2015,2051.25,2643650
12/2/2015,2081.5,1709808
12/1/2015,2100,1479676
11/30/2015,2079.75,1377146
11/27/2015,2090,653079
11/25/2015,2088,745779
11/24/2015,2084.75,1514589
11/23/2015,2084.25,971241
11/20/2015,2088.75,1266980
11/19/2015,2079.25,1283219
11/18/2015,2079.75,1531975
11/17/2015,2049,1610071
11/16/2015,2048,1708089
11/13/2015,2018.5,2124881
11/12/2015,2040.5,1794847
11/11/2015,2069,1171227
11/10/2015,2078,1285716
11/9/2015,2073,1855463
11/6/2015,2093.75,1845961
11/5/2015,2094,1537030
11/4/2015,2094.75,1543740
11/3/2015,2103,1337628
11/2/2015,2095.5,1281668
10/30/2015,2073.75,1750688
10/29/2015,2083,1396107
10/28/2015,2084.5,1888636
10/27/2015,2060.5,1242724
10/26/2015,2062.25,1183138
10/23/2015,2066,2050047
10/22/2015,2053,2098033
10/21/2015,2008.5,1780504
10/20/2015,2020.5,1264201
10/19/2015,2027.5,1306084
10/16/2015,2025.5,1355097
10/15/2015,2019,1727968
10/14/2015,1984,1765988
10/13/2015,1994,1509079
10/12/2015,2011,792497
10/9/2015,2007.5,1376562
10/8/2015,2006.5,1802198
10/7/2015,1987.25,1936412
10/6/2015,1968.5,1605882
10/5/2015,1974.75,1672581
10/2/2015,1943,2465795
10/1/2015,1916.75,2051438
9/30/2015,1908.75,2213235
9/29/2015,1874.5,2367984
9/28/2015,1872,2326382
9/25/2015,1919.25,2078180
9/24/2015,1918.75,2215933
9/23/2015,1928.5,1423869
9/22/2015,1932,1980294
9/21/2015,1963,1513352
9/18/2015,1960,80375
9/17/2015,1987.75,516118
9/16/2015,1998.25,591412
9/15/2015,1979.75,1032026
9/14/2015,1954,891948
9/11/2015,1960.25,1044500
9/10/2015,1949.5,2268771
9/9/2015,1942.75,2095527
9/8/2015,1965.75,1868461
9/4/2015,1921.75,2133618
9/3/2015,1946,2051771
9/2/2015,1947,2177871
9/1/2015,1916,2819876
8/31/2015,1969.25,1875462
8/28/2015,1989.75,1968178
8/27/2015,1989.25,2929038
8/26/2015,1938,3513948
8/25/2015,1872.75,3652294
8/24/2015,1871.25,5243619
8/21/2015,1971.5,4160367
8/20/2015,2025.5,2577998
8/19/2015,2072.75,2287924
8/18/2015,2094,1133037
8/17/2015,2099.25,1292404
8/14/2015,2089.5,1069024
8/13/2015,2080.5,1487841
8/12/2015,2084.25,2357389
8/11/2015,2079.75,1777943
8/10/2015,2099.75,1192601
8/7/2015,2073.5,1593346
8/6/2015,2079.5,1608346
8/5/2015,2093.75,1379742
8/4/2015,2083,1327794
8/3/2015,2091,1509759
7/31/2015,2098.5,1602657
7/30/2015,2103.75,1285647
7/29/2015,2101.5,1394145
7/28/2015,2087.25,1721554
7/27/2015,2064.5,1777544
7/24/2015,2077.5,1669215
7/23/2015,2098.5,1436236
7/22/2015,2108,1224253
7/21/2015,2114.5,1203968
7/20/2015,2122,937349
7/17/2015,2118.75,889189
7/16/2015,2117,1096207
7/15/2015,2104.25,1144204
7/14/2015,2102,953155
7/13/2015,2094.5,1333093
7/10/2015,2069,1572505
7/9/2015,2041.25,1980885
7/8/2015,2039.25,2388595
7/7/2015,2073.75,2529599
7/6/2015,2064.5,1857384
7/2/2015,2068.75,1247290
7/1/2015,2071,1493202
6/30/2015,2054.5,2355919
6/29/2015,2050.5,2287339
6/26/2015,2095.75,1318744
6/25/2015,2094,1213961
6/24/2015,2099.5,1153248
6/23/2015,2116.5,835219
6/22/2015,2112.75,1095590
6/19/2015,2117.11,46686
6/18/2015,2123,430371
6/17/2015,2097.5,549464
6/16/2015,2097.5,790233
6/15/2015,2084,1077154
6/12/2015,2093,1130566
6/11/2015,2109.25,1480391
6/10/2015,2107,1664080
6/9/2015,2080,1446234
6/8/2015,2078.25,1290580
6/5/2015,2092.25,1459933
6/4/2015,2099,1716475
6/3/2015,2116,1310989
6/2/2015,2106.75,1442673
6/1/2015,2109.25,1337694
5/29/2015,2106,1689212
5/28/2015,2121.75,1074890
5/27/2015,2121,1288328
5/26/2015,2105,1585923
5/22/2015,2124.5,765874
5/21/2015,2128,792875
5/20/2015,2122.5,1009770
5/19/2015,2124.5,994750
5/18/2015,2126,913154
5/15/2015,2119,1023198
5/14/2015,2117.5,1101487
5/13/2015,2094.5,1335896
5/12/2015,2095,1472548
5/11/2015,2097.75,1145379
5/8/2015,2108.5,1377057
5/7/2015,2084.25,1433321
5/6/2015,2074.25,1754960
5/5/2015,2084,1588014
5/4/2015,2109.25,1000309
5/1/2015,2101.5,1021007
4/30/2015,2079,2024833
4/29/2015,2099,1736098
4/28/2015,2112,1474639
4/27/2015,2104.75,1200115
4/24/2015,2111.75,954521
4/23/2015,2107,1361370
4/22/2015,2100.25,1187004
4/21/2015,2091,1048695
4/20/2015,2091,1117632
4/17/2015,2075.5,1819414
4/16/2015,2100.75,1110320
4/15/2015,2099.75,1044340
4/14/2015,2091,1262993
4/13/2015,2086.5,1069908
4/10/2015,2095.5,879754
4/9/2015,2085.75,1209325
4/8/2015,2076,1216620
4/7/2015,2067.75,1032728
4/6/2015,2073.25,938538
4/3/2015,2059.5,95921
4/2/2015,2059.5,1044908
4/1/2015,2053,1818384
3/31/2015,2060.75,1595256
3/30/2015,2075.5,1218573
3/27/2015,2052.5,1158816
3/26/2015,2048.5,1839564
3/25/2015,2053.75,1777031
3/24/2015,2085,1191209
3/23/2015,2094.75,957424
3/20/2015,2099.02,55066
3/19/2015,2090.5,337006
3/18/2015,2100.5,643349
3/17/2015,2074.5,953277
3/16/2015,2076.5,945740
3/13/2015,2049.75,1205545
3/12/2015,2064,1627252
3/11/2015,2039.5,1702228
3/10/2015,2042,1898804
3/9/2015,2077.75,1186663
3/6/2015,2070.75,1895148
3/5/2015,2099.75,1096113
3/4/2015,2096.5,1480462
3/3/2015,2104.75,1360283
3/2/2015,2114,1069024
2/27/2015,2102.75,1203840
2/26/2015,2110,1163745
2/25/2015,2110.25,971677
2/24/2015,2113.75,1077835
2/23/2015,2106.75,847165
2/20/2015,2107,1629515
2/19/2015,2095.25,1140895
2/18/2015,2095.5,1086542
2/17/2015,2096,1233430
2/13/2015,2093.5,1216834
2/12/2015,2084,1422562
2/11/2015,2065.75,1294083
2/10/2015,2062.25,1377397
2/9/2015,2042.5,1284028
2/6/2015,2053,1716165
2/5/2015,2055,1341850
2/4/2015,2030,1696234
2/3/2015,2042,1705498
2/2/2015,2017,2035431
1/30/2015,1988.5,2352251
1/29/2015,2018.5,2117820
1/28/2015,1991.5,2086764
1/27/2015,2030,1949699
1/26/2015,2053.5,1258009
1/23/2015,2044,1351989
1/22/2015,2056.5,1834135
1/21/2015,2026.5,1637366
1/20/2015,2016.75,1805475
1/16/2015,2013,2008817
1/15/2015,1989,2259436
1/14/2015,2007.5,2506589
1/13/2015,2016,2489224
1/12/2015,2022.5,1614675
1/9/2015,2035.25,1907275
1/8/2015,2055,1551040
1/7/2015,2019.5,1750412
1/6/2015,1994.5,2344320
1/5/2015,2016,2032736
1/2/2015,2046.25,1357107
12/31/2014,2052.5,835262
12/30/2014,2076.75,716610
12/29/2014,2085.75,636306
12/26/2014,2084.25,306636
12/24/2014,2078.75,235054
12/23/2014,2079,774160
12/22/2014,2072.5,854592
12/19/2014,2061.01,81781
12/18/2014,2065,538236
12/17/2014,2014.25,781859
12/16/2014,1971.5,1216734
12/15/2014,1990,1128900
12/12/2014,1997.25,1485315
12/11/2014,2031,2241068
12/10/2014,2026.5,2369388
12/9/2014,2057.5,1887129
12/8/2014,2059.5,1408560
12/5/2014,2076,1147239
12/4/2014,2072,1374378
12/3/2014,2072.5,922158
12/2/2014,2066,1148288
12/1/2014,2050.75,1470728
11/28/2014,2066.25,783069
11/26/2014,2072.25,741582
11/25/2014,2067.5,976545
11/24/2014,2067.5,782885
11/21/2014,2061.75,1630436
11/20/2014,2052,1125939
11/19/2014,2047.25,1188389
11/18/2014,2048.5,1140878
11/17/2014,2039.75,1058349
11/14/2014,2038,1045649
11/13/2014,2034,1541378
11/12/2014,2036,1082154
11/11/2014,2036.5,779077
11/10/2014,2034,957940
11/7/2014,2026,1282333
11/6/2014,2028,1433396
11/5/2014,2018.75,1568956
11/4/2014,2005.5,1518682
11/3/2014,2011,1358108
10/31/2014,2011.5,1923491
10/30/2014,1988.5,1980779
10/29/2014,1972.25,1894337
10/28/2014,1980,1570163
10/27/2014,1957,1446627
10/24/2014,1959.75,1601128
10/23/2014,1946,2014791
10/22/2014,1925,2012915
10/21/2014,1938,2238181
10/20/2014,1900,1649868
10/17/2014,1881,2565562
10/16/2014,1850.5,3357691
10/15/2014,1846.75,4658973
10/14/2014,1874.75,3111359
10/13/2014,1865.5,2942117
10/10/2014,1894.25,3067496
10/9/2014,1925,3091728
10/8/2014,1961.75,2516066
10/7/2014,1928,2153512
10/6/2014,1956,1727289
10/3/2014,1960.25,1551405
10/2/2014,1938.5,2710514
10/1/2014,1940.75,2444534
9/30/2014,1965.5,1981670
9/29/2014,1969.5,1781415
9/26/2014,1976,1674972
9/25/2014,1961.5,2313833
9/24/2014,1991,1566579
9/23/2014,1972.25,1624176
9/22/2014,1986.25,1577092
9/19/2014,2022.46,75631
9/18/2014,2012.25,333362
9/17/2014,2001.5,623120
9/16/2014,1999.5,883301
9/15/2014,1984.25,850706
9/12/2014,1984.75,1254423
9/11/2014,1997,1736194
9/10/2014,1995,1589905
9/9/2014,1989.75,1768180
9/8/2014,2000.5,1211086
9/5/2014,2006,1692946
9/4/2014,1997.75,1518599
9/3/2014,1998.75,1297794
9/2/2014,1999.75,1244805
8/29/2014,2001.5,1042342
8/28/2014,1996.75,1088965
8/27/2014,1997,759991
8/26/2014,1998.5,877452
8/25/2014,1995,850103
8/22/2014,1987.75,1115544
8/21/2014,1989.5,840038
8/20/2014,1983.25,1058474
8/19/2014,1977.25,866006
8/18/2014,1967.5,884004
8/15/2014,1952.5,1811277
8/14/2014,1953.5,965033
8/13/2014,1944.75,1119840
8/12/2014,1930.5,1233748
8/11/2014,1932.5,1177405
8/8/2014,1923.75,1900403
8/7/2014,1905.25,1949342
8/6/2014,1914.75,1703654
8/5/2014,1913,2133765
8/4/2014,1932,1604373
8/1/2014,1918.5,2876640
7/31/2014,1924.75,2765829
7/30/2014,1965,1761889
7/29/2014,1963,1499831
7/28/2014,1973,1358371
7/25/2014,1971.5,1426516
7/24/2014,1980.75,1163673
7/23/2014,1980.75,1149287
7/22/2014,1975,1274810
7/21/2014,1966.25,1412516
7/18/2014,1971.5,1794645
7/17/2014,1953.5,2440551
7/16/2014,1974.75,1313844
7/15/2014,1968,1905574
7/14/2014,1971,1003699
7/11/2014,1962.5,1361251
7/10/2014,1957.75,1972590
7/9/2014,1967.25,1390496
7/8/2014,1960.5,1775977
7/7/2014,1971,1097466
7/3/2014,1977.5,840598
7/2/2014,1967.75,915433
7/1/2014,1965.75,1454015
6/30/2014,1952.5,1155776
6/27/2014,1952,1176113
6/26/2014,1948.75,1486229
6/25/2014,1949.5,1530174
6/24/2014,1943.25,1527312
6/23/2014,1953,1009228
6/20/2014,1964.52,61298
6/19/2014,1958.5,369576
6/18/2014,1957,522149
6/17/2014,1941.5,880902
6/16/2014,1936.5,864229
6/13/2014,1935.75,939087
6/12/2014,1930.5,1660579
6/11/2014,1944,1337403
6/10/2014,1950.5,1037793
6/9/2014,1950.25,1021196
6/6/2014,1949.25,1203122
6/5/2014,1938.5,1676327
6/4/2014,1925.75,917038
6/3/2014,1922,946338
6/2/2014,1921.75,1050017
5/30/2014,1921.5,1168798
5/29/2014,1918,977858
5/28/2014,1909,1059963
5/27/2014,1909.25,919199
5/23/2014,1897,759667
5/22/2014,1890.25,1021175
5/21/2014,1885,1348924
5/20/2014,1868,1564092
5/19/2014,1882.25,1034628
5/16/2014,1874.75,1520405
5/15/2014,1867.25,2247039
5/14/2014,1885.25,1186475
5/13/2014,1894.25,1076413
5/12/2014,1892.75,1181458
5/9/2014,1873.5,1475471
5/8/2014,1872.25,1752614
5/7/2014,1874.25,1996074
5/6/2014,1864.25,1379053
5/5/2014,1875.75,1176286
5/2/2014,1874.5,1716276
5/1/2014,1877.75,936490
4/30/2014,1878,1496796
4/29/2014,1871.75,1218381
4/28/2014,1866,2065167
4/25/2014,1860,1507335
4/24/2014,1873,1577057
4/23/2014,1873,997020
4/22/2014,1874,1106401
4/21/2014,1864.5,532255
4/17/2014,1858,1254621
4/16/2014,1852.75,1641733
4/15/2014,1839.5,2608555
4/14/2014,1824.5,1878366
4/11/2014,1811.75,2525778
4/10/2014,1827,2377896
4/9/2014,1864.75,1410063
4/8/2014,1845,1852618
4/7/2014,1838,2177594
4/4/2014,1860,2496787
4/3/2014,1883,1231331
4/2/2014,1883,1181442
4/1/2014,1877.75,1212999
3/31/2014,1864.5,1569852
3/28/2014,1850.5,1493568
3/27/2014,1840.5,2031060
3/26/2014,1842.5,1898418
3/25/2014,1859.25,1653578
3/24/2014,1849.5,1834605
3/21/2014,1893.3,47872
3/20/2014,1873.75,344340
3/19/2014,1859.75,640709
3/18/2014,1870.75,865008
3/17/2014,1857.75,797416
3/14/2014,1840,1309151
3/13/2014,1846.75,2346067
3/12/2014,1867.75,1664135
3/11/2014,1865.25,1609390
3/10/2014,1877.25,1167390
3/7/2014,1878,1755702
3/6/2014,1876.25,1281776
3/5/2014,1872.5,1252481
3/4/2014,1871.5,1750397
3/3/2014,1843,2375925
2/28/2014,1857.5,2105950
2/27/2014,1854,1610190
2/26/2014,1842,1463905
2/25/2014,1846.25,1565256
2/24/2014,1846,1606033
2/21/2014,1834.25,1311637
2/20/2014,1836.25,1601705
2/19/2014,1825.5,1768178
2/18/2014,1837.5,1209343
2/14/2014,1835,1365228
2/13/2014,1824.25,1645169
2/12/2014,1817,1378358
2/11/2014,1813.5,1761813
2/10/2014,1794.75,1142980
2/7/2014,1793.5,2337170
2/6/2014,1766.5,1732542
2/5/2014,1744,2074002
2/4/2014,1743.75,2325416
2/3/2014,1732.75,3026026
1/31/2014,1776.5,2383777
1/30/2014,1781.25,1821781
1/29/2014,1771.25,2737533
1/28/2014,1788.25,1722933
1/27/2014,1775.75,2756312
1/24/2014,1782,2562839
1/23/2014,1824.25,1811795
1/22/2014,1838.5,941132
1/21/2014,1838.5,1326298
1/17/2014,1834.25,1157104
1/16/2014,1836.25,952497
1/15/2014,1841.5,1257395
1/14/2014,1833,1592737
1/13/2014,1815,1708697
1/10/2014,1837.75,1455887
1/9/2014,1833,1324525
1/8/2014,1832.5,1330414
1/7/2014,1830.75,1150952
1/6/2014,1820.75,1361860
1/3/2014,1825.5,960040
1/2/2014,1826.5,1223831
12/31/2013,1841,650261
12/30/2013,1834.75,566572
12/27/2013,1836.5,622662
12/26/2013,1836.5,437830
12/24/2013,1829,314408
12/23/2013,1822.75,733403
12/20/2013,1812.89,47698
12/19/2013,1808.5,387241
12/18/2013,1810.75,705349
12/17/2013,1779.25,740425
12/16/2013,1786.5,858132
12/13/2013,1774.75,988386
12/12/2013,1775,1831044
12/11/2013,1780.75,1988648
12/10/2013,1803,1166111
12/9/2013,1809,1059179
12/6/2013,1805,1756084
12/5/2013,1784,1571790
12/4/2013,1791.75,2097836
12/3/2013,1791.5,1720294
12/2/2013,1799.75,1324016
11/29/2013,1804,817542
11/27/2013,1804.25,848056
11/26/2013,1802,1090975
11/25/2013,1802.5,1106283
11/22/2013,1801.25,1238550
11/21/2013,1793.75,1384622
11/20/2013,1779.75,2065833
11/19/2013,1785.25,1587573
11/18/2013,1788.75,1556412
11/15/2013,1793.5,1226789
11/14/2013,1787.75,1579106
11/13/2013,1778.75,1673308
11/12/2013,1765,1394895
11/11/2013,1767.5,952210
11/8/2013,1766,2071554
11/7/2013,1745.25,2459589
11/6/2013,1765.5,1320403
11/5/2013,1756.5,1473640
11/4/2013,1763,1000121
11/1/2013,1754.75,1600757
10/31/2013,1751,1872956
10/30/2013,1760.5,1774552
10/29/2013,1767.5,1184071
10/28/2013,1759,1156019
10/25/2013,1754,1253352
10/24/2013,1748.5,1246430
10/23/2013,1741.75,1519712
10/22/2013,1749.5,1841176
10/21/2013,1738.25,1107787
10/18/2013,1736.5,1524654
10/17/2013,1727.75,1668980
10/16/2013,1713.25,1796325
10/15/2013,1692,1871393
10/14/2013,1704.25,1506081
10/11/2013,1699,1557513
10/10/2013,1685,2286252
10/9/2013,1648.75,2485712
10/8/2013,1650.5,2351930
10/7/2013,1667.75,1596182
10/4/2013,1684.75,1503566
10/3/2013,1669.75,2263053
10/2/2013,1683,1653547
10/1/2013,1689.5,1759975
9/30/2013,1674.25,2148739
9/27/2013,1686.5,1430018
9/26/2013,1692.5,1466703
9/25/2013,1685.75,1639058
9/24/2013,1692.5,1501832
9/23/2013,1692.75,1671961
9/20/2013,1723.89,66089
9/19/2013,1724.25,407019
9/18/2013,1724.5,666703
9/17/2013,1705,727285
9/16/2013,1698,1005283
9/13/2013,1688.5,756480
9/12/2013,1685,1354297
9/11/2013,1688.75,1843965
9/10/2013,1682.5,1849907
9/9/2013,1669,1481869
9/6/2013,1653.5,2564968
9/5/2013,1653,1254324
9/4/2013,1653.5,1627760
9/3/2013,1639,2317319
8/30/2013,1631.25,1932571
8/29/2013,1636.75,1743634
8/28/2013,1632.25,1647202
8/27/2013,1628.25,2249176
8/26/2013,1654.25,1213360
8/23/2013,1661.5,1307792
8/22/2013,1654.75,1556145
8/21/2013,1636.5,2115241
8/20/2013,1650.5,1581959
8/19/2013,1645,1468155
8/16/2013,1651,1737043
8/15/2013,1655.75,2399303
8/14/2013,1682,1504310
8/13/2013,1690.75,1604462
8/12/2013,1687,1250683
8/9/2013,1686.25,1662642
8/8/2013,1693.75,1510694
8/7/2013,1688.25,1380213
8/6/2013,1694,1273260
8/5/2013,1702.5,856396
8/2/2013,1704,1212563
8/1/2013,1700.25,1517089
7/31/2013,1680.5,1979509
7/30/2013,1684.75,1318394
7/29/2013,1682.5,1100528
7/26/2013,1686.5,1390749
7/25/2013,1684,1422764
7/24/2013,1683.75,1505638
7/23/2013,1688.25,979433
7/22/2013,1690.25,899675
7/19/2013,1689.5,1145846
7/18/2013,1680.5,1340316
7/17/2013,1675.5,1413079
7/16/2013,1671.25,1170827
7/15/2013,1677.5,910540
7/12/2013,1670.25,1143081
7/11/2013,1670,1449729
7/10/2013,1648.5,1459781
7/9/2013,1645.5,1269733
7/8/2013,1635.5,1316733
7/5/2013,1627.25,1718922
7/3/2013,1609,1029810
7/2/2013,1607.25,1668386
7/1/2013,1606.75,1550499
6/28/2013,1599.25,2142572
6/27/2013,1606.5,1588290
6/26/2013,1595.5,1717573
6/25/2013,1581.5,2019829
6/24/2013,1566.25,2837880
6/21/2013,1599.93,100309
6/20/2013,1590.5,639730
6/19/2013,1629.5,589657
6/18/2013,1651,739664
6/17/2013,1639.75,848279
6/14/2013,1624.25,1034966
6/13/2013,1636.75,2344577
6/12/2013,1610,2597580
6/11/2013,1627,2587869
6/10/2013,1642,1807944
6/7/2013,1638.5,2371499
6/6/2013,1622.75,2795168
6/5/2013,1608,2646546
6/4/2013,1631.25,2137397
6/3/2013,1636.25,2519490
5/31/2013,1629,2554986
5/30/2013,1653.5,1773563
5/29/2013,1647,2125994
5/28/2013,1654.5,2088238
5/24/2013,1650.5,1948019
5/23/2013,1650,2671915
5/22/2013,1655.5,2970065
5/21/2013,1665.5,1693935
5/20/2013,1664.5,1748809
5/17/2013,1663,1921247
5/16/2013,1648,1919609
5/15/2013,1654.25,2122285
5/14/2013,1648,2016880
5/13/2013,1630.75,1328925
5/10/2013,1629.5,1640219
5/9/2013,1624.5,1823710
5/8/2013,1628.75,1587375
5/7/2013,1620.5,1504953
5/6/2013,1613.5,963963
5/3/2013,1608.5,1935194
5/2/2013,1592.25,1651280
5/1/2013,1577.25,1467736
4/30/2013,1592.25,1554113
4/29/2013,1588.25,1234673
4/26/2013,1576.5,1335009
4/25/2013,1581.75,1594338
4/24/2013,1574,1420026
4/23/2013,1573.5,2107980
4/22/2013,1556,1593692
4/19/2013,1547.5,1862742
4/18/2013,1534,2314982
4/17/2013,1546,2968605
4/16/2013,1568.75,2249005
4/15/2013,1543.5,2854356
4/12/2013,1582,1808001
4/11/2013,1587.75,1721257
4/10/2013,1582.75,2031363
4/9/2013,1563.25,1632361
4/8/2013,1559.25,1438013
4/5/2013,1546,2268208
4/4/2013,1554.5,1991850
4/3/2013,1548.5,2262940
4/2/2013,1564.5,1609532
4/1/2013,1556,1135732
3/28/2013,1562.75,1627305
3/27/2013,1556.75,1568970
3/26/2013,1557.25,1587656
3/25/2013,1547,2254235
3/22/2013,1552,1579587
3/21/2013,1539,1904151
3/20/2013,1549,1797647
3/19/2013,1542.25,2545239
3/18/2013,1546.75,2188168
3/15/2013,1557.08,66574
3/14/2013,1562.25,368150
3/13/2013,1556,504388
3/12/2013,1552.5,794855
3/11/2013,1556,754879
3/8/2013,1549.5,1135710
3/7/2013,1542.75,1670257
3/6/2013,1539,2089206
3/5/2013,1537,2366293
3/4/2013,1525.75,1980276
3/1/2013,1516.5,2544889
2/28/2013,1513.25,2193202
2/27/2013,1515.75,2452639
2/26/2013,1492.5,2932756
2/25/2013,1487.25,3093507
2/22/2013,1514.5,1761451
2/21/2013,1501,2503581
2/20/2013,1507,2017382
2/19/2013,1528,1498174
2/15/2013,1517,1674261
2/14/2013,1518.5,1369257
2/13/2013,1517.25,1268482
2/12/2013,1516.25,1258547
2/11/2013,1513,1229887
2/8/2013,1512.5,1428025
2/7/2013,1505.25,1959424
2/6/2013,1506.75,1739209
2/5/2013,1506,1741561
2/4/2013,1493.5,1740191
2/1/2013,1506.75,1771608
1/31/2013,1493.25,1638725
1/30/2013,1495.25,1798387
1/29/2013,1505,1496138
1/28/2013,1497,1203634
1/25/2013,1495.75,1573008
1/24/2013,1491.75,1822913
1/23/2013,1490.25,1190361
1/22/2013,1489.5,1473299
1/18/2013,1479,1447673
1/17/2013,1475.75,1740296
1/16/2013,1465.5,1230091
1/15/2013,1465.25,1323808
1/14/2013,1464.25,1168418
1/11/2013,1467.25,1122234
1/10/2013,1467,1536010
1/9/2013,1455.75,1186764
1/8/2013,1452.25,1366989
1/7/2013,1455.75,1189020
1/4/2013,1457.75,1509781
1/3/2013,1453.5,1598235
1/2/2013,1457,1939320
12/31/2012,1420,1478128
12/28/2012,1384,1061826
12/27/2012,1410.75,1467429
12/26/2012,1413.5,578176
12/24/2012,1419.75,318126
12/21/2012,1433.59,73100
12/20/2012,1445.5,340934
12/19/2012,1437.25,505063
12/18/2012,1445.75,874926
12/17/2012,1432.5,853447
12/14/2012,1415,1041852
12/13/2012,1418,1950362
12/12/2012,1427.25,1829769
12/11/2012,1431.5,1772202
12/10/2012,1420.25,1136014
12/7/2012,1416,1771716
12/6/2012,1413,1381373
12/5/2012,1408.25,2045099
12/4/2012,1405.5,1619569
12/3/2012,1407,1652102
11/30/2012,1414.5,1680252
11/29/2012,1415.75,1877829
11/28/2012,1407,2120666
11/27/2012,1397.5,1637467
11/26/2012,1403.25,1220665
11/23/2012,1405.25,910642
11/21/2012,1388.25,1064943
11/20/2012,1386.25,1538979
11/19/2012,1382.5,1736394
11/16/2012,1359.75,2588254
11/15/2012,1351.25,2405346
11/14/2012,1353,2448702
11/13/2012,1371,1950242
11/12/2012,1378.25,1130556
11/9/2012,1375.75,2549123
11/8/2012,1375.25,2614835
11/7/2012,1389,3190105
11/6/2012,1425.25,1481236
11/5/2012,1412,1385411
11/2/2012,1405.5,2088815
11/1/2012,1423.25,1705826
10/31/2012,1406.75,1775115
10/30/2012,1407.5,178848
10/29/2012,1407.5,181669
10/26/2012,1407.5,2089836
10/25/2012,1408.25,1807809
10/24/2012,1405.25,1756752
10/23/2012,1406.75,2301468
10/22/2012,1430,1777659
10/19/2012,1424,2399785
10/18/2012,1451.5,1805789
10/17/2012,1457,1534392
10/16/2012,1449.25,1621207
10/15/2012,1435.5,1524636
10/12/2012,1421.5,1620801
10/11/2012,1428.5,1582367
10/10/2012,1426.25,1672672
10/9/2012,1436,1954989
10/8/2012,1449.75,961104
10/5/2012,1455.5,1679196
10/4/2012,1455.75,1565475
10/3/2012,1444.75,1540216
10/2/2012,1441,1609875
10/1/2012,1437,1901880
9/28/2012,1434.25,2098950
9/27/2012,1441,1754731
9/26/2012,1427,1778971
9/25/2012,1437.25,1811493
9/24/2012,1451.5,1257245
9/21/2012,1467.17,60974
9/20/2012,1460.5,309519
9/19/2012,1459.5,457469
9/18/2012,1459.25,762526
9/17/2012,1460.75,668585
9/14/2012,1465.75,1291413
9/13/2012,1457.25,2599658
9/12/2012,1439.5,1725227
9/11/2012,1430.5,1429945
9/10/2012,1426.5,1096354
9/7/2012,1438.25,1468529
9/6/2012,1431,2040127
9/5/2012,1403.5,1429011
9/4/2012,1406,1680036
8/31/2012,1405,2046718
8/30/2012,1397,1217187
8/29/2012,1407.25,959177
8/28/2012,1407.75,1209952
8/27/2012,1408.25,929925
8/24/2012,1409.75,1571472
8/23/2012,1400,1592209
